"","type","count","length","lang","relative_frequency","random_baseline","min_baseline"
"481","стороны",1,7,"Russian",0.00063653723742839,9,10
"482","владеть",1,7,"Russian",0.00063653723742839,10,10
"483","имуществом",1,10,"Russian",0.00063653723742839,5,10
"484","совместно",1,9,"Russian",0.00063653723742839,8,10
"485","имущества",1,9,"Russian",0.00063653723742839,6,10
"486","мысли",1,5,"Russian",0.00063653723742839,10,10
"487","совести",1,7,"Russian",0.00063653723742839,10,10
"488","менять",1,6,"Russian",0.00063653723742839,3,10
"489","исповедовать",1,12,"Russian",0.00063653723742839,11,10
"490","сообща",1,6,"Russian",0.00063653723742839,6,10
"491","публичным",1,9,"Russian",0.00063653723742839,11,10
"492","частным",1,7,"Russian",0.00063653723742839,10,10
"493","учении",1,6,"Russian",0.00063653723742839,12,10
"494","богослужении",1,12,"Russian",0.00063653723742839,2,10
"495","выполнении",1,10,"Russian",0.00063653723742839,3,10
"496","религиозных",1,11,"Russian",0.00063653723742839,8,10
"497","ритуальных",1,10,"Russian",0.00063653723742839,16,10
"498","обрядов",1,7,"Russian",0.00063653723742839,5,10
"499","беспрепятственно",1,16,"Russian",0.00063653723742839,11,10
"500","придерживаться",1,14,"Russian",0.00063653723742839,5,10
"501","получать",1,8,"Russian",0.00063653723742839,11,10
"502","распространять",1,14,"Russian",0.00063653723742839,9,10
"503","информацию",1,10,"Russian",0.00063653723742839,14,10
"504","идеи",1,4,"Russian",0.00063653723742839,6,10
"505","любыми",1,6,"Russian",0.00063653723742839,10,10
"506","государственных",1,15,"Russian",0.00063653723742839,6,10
"507","границ",1,6,"Russian",0.00063653723742839,15,10
"508","мирных",1,6,"Russian",0.00063653723742839,7,10
"509","собраний",1,8,"Russian",0.00063653723742839,6,10
"510","ассоциаций",1,10,"Russian",0.00063653723742839,5,10
"511","принуждаем",1,10,"Russian",0.00063653723742839,11,10
"512","какую",1,5,"Russian",0.00063653723742839,12,10
"513","ассоциацию",1,10,"Russian",0.00063653723742839,8,10
"514","принимать",1,9,"Russian",0.00063653723742839,6,10
"515","участие",1,7,"Russian",0.00063653723742839,2,10
"516","управлении",1,10,"Russian",0.00063653723742839,15,10
"517","страной",1,7,"Russian",0.00063653723742839,9,10
"518","непосредственно",1,15,"Russian",0.00063653723742839,5,10
"519","избранных",1,9,"Russian",0.00063653723742839,6,11
"520","представителей",1,14,"Russian",0.00063653723742839,11,11
"521","равного",1,7,"Russian",0.00063653723742839,11,11
"522","доступа",1,7,"Russian",0.00063653723742839,10,11
"523","государственной",1,15,"Russian",0.00063653723742839,8,11
"524","службе",1,6,"Russian",0.00063653723742839,10,11
"525","стране",1,6,"Russian",0.00063653723742839,9,11
"526","народа",1,6,"Russian",0.00063653723742839,8,11
"527","власти",1,6,"Russian",0.00063653723742839,2,11
"528","правительства",1,13,"Russian",0.00063653723742839,13,11
"529","находить",1,8,"Russian",0.00063653723742839,7,11
"530","периодических",1,13,"Russian",0.00063653723742839,6,11
"531","нефальсифицированных",1,20,"Russian",0.00063653723742839,11,11
"532","выборах",1,7,"Russian",0.00063653723742839,11,11
"533","всеобщем",1,8,"Russian",0.00063653723742839,8,11
"534","равном",1,6,"Russian",0.00063653723742839,9,11
"535","избирательном",1,13,"Russian",0.00063653723742839,13,11
"536","праве",1,5,"Russian",0.00063653723742839,6,11
"537","тайного",1,7,"Russian",0.00063653723742839,19,11
"538","же",1,2,"Russian",0.00063653723742839,9,11
"539","посредством",1,11,"Russian",0.00063653723742839,5,11
"540","равнозначных",1,12,"Russian",0.00063653723742839,10,11
"541","форм",1,4,"Russian",0.00063653723742839,8,11
"542","обеспечивающих",1,14,"Russian",0.00063653723742839,11,11
"543","член",1,4,"Russian",0.00063653723742839,6,11
"544","необходимых",1,11,"Russian",0.00063653723742839,13,11
"545","свободного",1,10,"Russian",0.00063653723742839,8,11
"546","развития",1,8,"Russian",0.00063653723742839,12,11
"547","экономической",1,13,"Russian",0.00063653723742839,9,11
"548","областях",1,8,"Russian",0.00063653723742839,8,11
"549","усилий",1,6,"Russian",0.00063653723742839,9,11
"550","сотрудничества",1,14,"Russian",0.00063653723742839,14,11
"551","соответствии",1,12,"Russian",0.00063653723742839,6,11
"552","структурой",1,10,"Russian",0.00063653723742839,8,11
"553","ресурсами",1,9,"Russian",0.00063653723742839,18,11
"554","свободный",1,9,"Russian",0.00063653723742839,7,11
"555","выбор",1,5,"Russian",0.00063653723742839,7,11
"556","работы",1,6,"Russian",0.00063653723742839,6,11
"557","справедливые",1,12,"Russian",0.00063653723742839,5,11
"558","благоприятные",1,13,"Russian",0.00063653723742839,10,11
"559","условия",1,7,"Russian",0.00063653723742839,8,11
"560","труда",1,5,"Russian",0.00063653723742839,8,11
"561","оплату",1,6,"Russian",0.00063653723742839,8,11
"562","равный",1,6,"Russian",0.00063653723742839,8,11
"563","работающий",1,10,"Russian",0.00063653723742839,7,11
"564","справедливое",1,12,"Russian",0.00063653723742839,6,11
"565","удовлетворительное",1,18,"Russian",0.00063653723742839,9,11
"566","вознаграждение",1,14,"Russian",0.00063653723742839,5,11
"567","обеспечивающее",1,14,"Russian",0.00063653723742839,11,11
"568","достойное",1,9,"Russian",0.00063653723742839,5,11
"569","существование",1,13,"Russian",0.00063653723742839,4,11
"570","дополняемое",1,11,"Russian",0.00063653723742839,7,11
"571","необходимости",1,13,"Russian",0.00063653723742839,13,11
"572","создавать",1,9,"Russian",0.00063653723742839,13,11
"573","входить",1,7,"Russian",0.00063653723742839,14,11
"574","отдых",1,5,"Russian",0.00063653723742839,12,11
"575","досуг",1,5,"Russian",0.00063653723742839,16,11
"576","разумное",1,8,"Russian",0.00063653723742839,3,11
"577","ограничение",1,11,"Russian",0.00063653723742839,5,11
"578","рабочего",1,8,"Russian",0.00063653723742839,5,11
"579","дня",1,3,"Russian",0.00063653723742839,5,11
"580","оплачиваемый",1,12,"Russian",0.00063653723742839,15,11
"581","периодический",1,13,"Russian",0.00063653723742839,11,11
"582","отпуск",1,6,"Russian",0.00063653723742839,3,12
"583","жизненный",1,9,"Russian",0.00063653723742839,5,12
"584","уровень",1,7,"Russian",0.00063653723742839,12,12
"585","пищу",1,4,"Russian",0.00063653723742839,12,12
"586","одежду",1,6,"Russian",0.00063653723742839,11,12
"587","жилище",1,6,"Russian",0.00063653723742839,8,12
"588","медицинский",1,11,"Russian",0.00063653723742839,5,12
"589","уход",1,4,"Russian",0.00063653723742839,14,12
"590","необходимое",1,11,"Russian",0.00063653723742839,6,12
"591","обслуживание",1,12,"Russian",0.00063653723742839,3,12
"592","который",1,7,"Russian",0.00063653723742839,11,12
"593","необходим",1,9,"Russian",0.00063653723742839,6,12
"594","здоровья",1,8,"Russian",0.00063653723742839,8,12
"595","случай",1,6,"Russian",0.00063653723742839,7,12
"596","болезни",1,7,"Russian",0.00063653723742839,10,12
"597","инвалидности",1,12,"Russian",0.00063653723742839,7,12
"598","вдовства",1,8,"Russian",0.00063653723742839,7,12
"599","наступления",1,11,"Russian",0.00063653723742839,9,12
"600","старости",1,8,"Russian",0.00063653723742839,5,12
"601","случая",1,6,"Russian",0.00063653723742839,6,12
"602","утраты",1,6,"Russian",0.00063653723742839,9,12
"603","средств",1,7,"Russian",0.00063653723742839,8,12
"604","существованию",1,13,"Russian",0.00063653723742839,2,12
"605","зависящим",1,9,"Russian",0.00063653723742839,16,12
"606","обстоятельствам",1,15,"Russian",0.00063653723742839,9,12
"607","материнство",1,11,"Russian",0.00063653723742839,15,12
"608","младенчество",1,12,"Russian",0.00063653723742839,15,12
"609","дают",1,4,"Russian",0.00063653723742839,4,12
"610","особое",1,6,"Russian",0.00063653723742839,13,12
"611","попечение",1,9,"Russian",0.00063653723742839,13,12
"612","помощь",1,6,"Russian",0.00063653723742839,12,12
"613","дети",1,4,"Russian",0.00063653723742839,13,12
"614","родившиеся",1,10,"Russian",0.00063653723742839,15,12
"615","вне",1,3,"Russian",0.00063653723742839,6,12
"616","брака",1,5,"Russian",0.00063653723742839,15,12
"617","одинаковой",1,10,"Russian",0.00063653723742839,14,12
"618","защитой",1,7,"Russian",0.00063653723742839,8,12
"619","бесплатным",1,10,"Russian",0.00063653723742839,10,12
"620","меньшей",1,7,"Russian",0.00063653723742839,5,12
"621","мере",1,4,"Russian",0.00063653723742839,10,12
"622","том",1,3,"Russian",0.00063653723742839,7,12
"623","касается",1,8,"Russian",0.00063653723742839,13,12
"624","начального",1,10,"Russian",0.00063653723742839,3,12
"625","начальное",1,9,"Russian",0.00063653723742839,11,12
"626","обязательным",1,12,"Russian",0.00063653723742839,6,12
"627","техническое",1,11,"Russian",0.00063653723742839,11,13
"628","профессиональное",1,16,"Russian",0.00063653723742839,8,13
"629","общедоступным",1,13,"Russian",0.00063653723742839,10,13
"630","высшее",1,6,"Russian",0.00063653723742839,10,13
"631","одинаково",1,9,"Russian",0.00063653723742839,9,13
"632","доступным",1,9,"Russian",0.00063653723742839,5,13
"633","способностей",1,12,"Russian",0.00063653723742839,12,13
"634","направлено",1,10,"Russian",0.00063653723742839,6,13
"635","полному",1,7,"Russian",0.00063653723742839,11,13
"636","увеличению",1,10,"Russian",0.00063653723742839,11,13
"637","основным",1,8,"Russian",0.00063653723742839,1,13
"638","свободам",1,8,"Russian",0.00063653723742839,8,13
"639","взаимопониманию",1,15,"Russian",0.00063653723742839,11,13
"640","терпимости",1,10,"Russian",0.00063653723742839,12,13
"641","дружбе",1,6,"Russian",0.00063653723742839,14,13
"642","расовыми",1,8,"Russian",0.00063653723742839,2,13
"643","религиозными",1,12,"Russian",0.00063653723742839,10,13
"644","группами",1,8,"Russian",0.00063653723742839,12,13
"645","деятельности",1,12,"Russian",0.00063653723742839,8,13
"646","поддержанию",1,11,"Russian",0.00063653723742839,10,13
"647","родители",1,8,"Russian",0.00063653723742839,9,13
"648","приоритета",1,10,"Russian",0.00063653723742839,6,13
"649","выборе",1,6,"Russian",0.00063653723742839,7,13
"650","вида",1,4,"Russian",0.00063653723742839,9,13
"651","малолетних",1,10,"Russian",0.00063653723742839,8,13
"652","детей",1,5,"Russian",0.00063653723742839,7,13
"653","наслаждаться",1,12,"Russian",0.00063653723742839,10,13
"654","искусством",1,10,"Russian",0.00063653723742839,7,13
"655","научном",1,7,"Russian",0.00063653723742839,9,13
"656","прогрессе",1,9,"Russian",0.00063653723742839,15,13
"657","благами",1,7,"Russian",0.00063653723742839,14,13
"658","моральных",1,9,"Russian",0.00063653723742839,7,13
"659","материальных",1,12,"Russian",0.00063653723742839,12,13
"660","являющихся",1,10,"Russian",0.00063653723742839,8,13
"661","результатом",1,11,"Russian",0.00063653723742839,10,13
"662","научных",1,7,"Russian",0.00063653723742839,12,13
"663","литературных",1,12,"Russian",0.00063653723742839,5,13
"664","художественных",1,14,"Russian",0.00063653723742839,10,13
"665","трудов",1,6,"Russian",0.00063653723742839,13,13
"666","автором",1,7,"Russian",0.00063653723742839,4,13
"667","которых",1,7,"Russian",0.00063653723742839,7,14
"668","социальный",1,10,"Russian",0.00063653723742839,8,14
"669","международный",1,13,"Russian",0.00063653723742839,6,14
"670","порядок",1,7,"Russian",0.00063653723742839,3,14
"671","изложенные",1,10,"Russian",0.00063653723742839,15,14
"672","могут",1,5,"Russian",0.00063653723742839,7,14
"673","полностью",1,9,"Russian",0.00063653723742839,8,14
"674","осуществлены",1,12,"Russian",0.00063653723742839,6,14
"675","обязанности",1,11,"Russian",0.00063653723742839,4,14
"676","обществом",1,9,"Russian",0.00063653723742839,7,14
"677","возможно",1,8,"Russian",0.00063653723742839,14,14
"678","полное",1,6,"Russian",0.00063653723742839,6,14
"679","развитие",1,8,"Russian",0.00063653723742839,13,14
"680","осуществлении",1,13,"Russian",0.00063653723742839,4,14
"681","таким",1,5,"Russian",0.00063653723742839,7,14
"682","ограничениям",1,12,"Russian",0.00063653723742839,10,14
"683","какие",1,5,"Russian",0.00063653723742839,10,14
"684","установлены",1,11,"Russian",0.00063653723742839,5,14
"685","исключительно",1,13,"Russian",0.00063653723742839,11,14
"686","целью",1,5,"Russian",0.00063653723742839,4,14
"687","должного",1,8,"Russian",0.00063653723742839,9,14
"688","удовлетворения",1,14,"Russian",0.00063653723742839,7,15
"689","справедливых",1,12,"Russian",0.00063653723742839,11,15
"690","морали",1,6,"Russian",0.00063653723742839,13,15
"691","общественного",1,13,"Russian",0.00063653723742839,2,15
"692","порядка",1,7,"Russian",0.00063653723742839,17,15
"693","демократическом",1,15,"Russian",0.00063653723742839,10,15
"694","обществе",1,8,"Russian",0.00063653723742839,8,15
"695","коем",1,4,"Russian",0.00063653723742839,7,15
"696","противоречить",1,13,"Russian",0.00063653723742839,9,15
"697","ничто",1,5,"Russian",0.00063653723742839,11,15
"698","истолковано",1,11,"Russian",0.00063653723742839,5,15
"699","предоставление",1,14,"Russian",0.00063653723742839,7,15
"700","какому",1,6,"Russian",0.00063653723742839,13,15
"701","государству",1,11,"Russian",0.00063653723742839,10,15
"702","группе",1,6,"Russian",0.00063653723742839,1,15
"703","лиц",1,3,"Russian",0.00063653723742839,7,16
"704","отдельным",1,9,"Russian",0.00063653723742839,4,16
"705","лицам",1,5,"Russian",0.00063653723742839,5,16
"706","заниматься",1,10,"Russian",0.00063653723742839,10,16
"707","деятельностью",1,13,"Russian",0.00063653723742839,15,16
"708","совершать",1,9,"Russian",0.00063653723742839,13,17
"709","действия",1,8,"Russian",0.00063653723742839,5,17
"710","направленные",1,12,"Russian",0.00063653723742839,8,18
"711","уничтожению",1,11,"Russian",0.00063653723742839,1,18
"712","изложенных",1,10,"Russian",0.00063653723742839,4,19
"713","Декларации",1,10,"Russian",0.00063653723742839,9,20
