"","type","count","length","lang","relative_frequency","random_baseline","min_baseline"
"450","وحرية",1,5,"Arabic",0.000783085356303837,6,6
"451","الإعراب",1,7,"Arabic",0.000783085356303837,5,6
"452","عنهما",1,5,"Arabic",0.000783085356303837,7,6
"453","بالتعليم",1,8,"Arabic",0.000783085356303837,3,6
"454","والممارسة",1,9,"Arabic",0.000783085356303837,2,6
"455","وإقامة",1,6,"Arabic",0.000783085356303837,4,6
"456","الشعائر",1,7,"Arabic",0.000783085356303837,3,6
"457","أكان",1,4,"Arabic",0.000783085356303837,6,6
"458","أم",1,2,"Arabic",0.000783085356303837,5,6
"459","الجماعة",1,7,"Arabic",0.000783085356303837,4,6
"460","والتعبير",1,8,"Arabic",0.000783085356303837,8,6
"461","اعتناق",1,6,"Arabic",0.000783085356303837,3,6
"462","الآراء",1,6,"Arabic",0.000783085356303837,3,6
"463","تدخل",1,4,"Arabic",0.000783085356303837,5,6
"464","واستقاء",1,7,"Arabic",0.000783085356303837,5,6
"465","الأنباء",1,7,"Arabic",0.000783085356303837,7,6
"466","والأفكار",1,8,"Arabic",0.000783085356303837,6,6
"467","وتلقيها",1,7,"Arabic",0.000783085356303837,4,6
"468","وإذاعتها",1,8,"Arabic",0.000783085356303837,6,6
"469","بأية",1,4,"Arabic",0.000783085356303837,4,6
"470","وسيلة",1,5,"Arabic",0.000783085356303837,5,6
"471","تقيد",1,4,"Arabic",0.000783085356303837,2,6
"472","بالحدود",1,7,"Arabic",0.000783085356303837,5,6
"473","الجغرافية",1,9,"Arabic",0.000783085356303837,7,6
"474","الجمعيات",1,8,"Arabic",0.000783085356303837,7,6
"475","السلمية",1,7,"Arabic",0.000783085356303837,7,6
"476","إرغام",1,5,"Arabic",0.000783085356303837,5,6
"477","الانضمام",1,8,"Arabic",0.000783085356303837,5,6
"478","جمعية",1,5,"Arabic",0.000783085356303837,7,6
"479","إدارة",1,5,"Arabic",0.000783085356303837,4,6
"480","الشؤون",1,6,"Arabic",0.000783085356303837,2,6
"481","لبلاده",1,6,"Arabic",0.000783085356303837,7,6
"482","إما",1,3,"Arabic",0.000783085356303837,4,6
"483","مباشرة",1,6,"Arabic",0.000783085356303837,7,6
"484","وإما",1,4,"Arabic",0.000783085356303837,3,6
"485","بواسطة",1,6,"Arabic",0.000783085356303837,4,6
"486","ممثلين",1,6,"Arabic",0.000783085356303837,3,6
"487","يختارون",1,7,"Arabic",0.000783085356303837,2,6
"488","نفس",1,3,"Arabic",0.000783085356303837,3,6
"489","لغيره",1,5,"Arabic",0.000783085356303837,7,6
"490","تقلد",1,4,"Arabic",0.000783085356303837,6,6
"491","الوظائف",1,7,"Arabic",0.000783085356303837,3,6
"492","البلاد",1,6,"Arabic",0.000783085356303837,7,6
"493","إن",1,2,"Arabic",0.000783085356303837,6,6
"494","إرادة",1,5,"Arabic",0.000783085356303837,6,6
"495","الشعب",1,5,"Arabic",0.000783085356303837,4,6
"496","مصدر",1,4,"Arabic",0.000783085356303837,5,6
"497","سلطة",1,4,"Arabic",0.000783085356303837,4,6
"498","الحكومة",1,7,"Arabic",0.000783085356303837,6,6
"499","ويعبر",1,5,"Arabic",0.000783085356303837,4,6
"500","الإرادة",1,7,"Arabic",0.000783085356303837,5,6
"501","بانتخابات",1,9,"Arabic",0.000783085356303837,6,6
"502","تجري",1,4,"Arabic",0.000783085356303837,6,6
"503","الاقتراع",1,8,"Arabic",0.000783085356303837,3,6
"504","السري",1,5,"Arabic",0.000783085356303837,4,6
"505","الجميع",1,6,"Arabic",0.000783085356303837,4,6
"506","حسب",1,3,"Arabic",0.000783085356303837,5,7
"507","إجراء",1,5,"Arabic",0.000783085356303837,10,7
"508","مماثل",1,5,"Arabic",0.000783085356303837,4,7
"509","يضمن",1,4,"Arabic",0.000783085356303837,5,7
"510","التصويت",1,7,"Arabic",0.000783085356303837,5,7
"511","بصفته",1,5,"Arabic",0.000783085356303837,8,7
"512","الضمانة",1,7,"Arabic",0.000783085356303837,9,7
"513","تحقق",1,4,"Arabic",0.000783085356303837,8,7
"514","بوساطة",1,6,"Arabic",0.000783085356303837,8,7
"515","المجهود",1,7,"Arabic",0.000783085356303837,6,7
"516","القومي",1,6,"Arabic",0.000783085356303837,5,7
"517","والتعاون",1,8,"Arabic",0.000783085356303837,8,7
"518","يتفق",1,4,"Arabic",0.000783085356303837,5,7
"519","ونظم",1,4,"Arabic",0.000783085356303837,6,7
"520","ومواردها",1,8,"Arabic",0.000783085356303837,6,7
"521","الاقتصادية",1,10,"Arabic",0.000783085356303837,6,7
"522","والاجتماعية",1,11,"Arabic",0.000783085356303837,6,7
"523","والتربوية",1,9,"Arabic",0.000783085356303837,5,7
"524","لاغنى",1,5,"Arabic",0.000783085356303837,8,7
"525","عنها",1,4,"Arabic",0.000783085356303837,6,7
"526","لكرامته",1,7,"Arabic",0.000783085356303837,4,7
"527","وللنمو",1,6,"Arabic",0.000783085356303837,5,7
"528","الحر",1,4,"Arabic",0.000783085356303837,6,7
"529","اختياره",1,7,"Arabic",0.000783085356303837,5,7
"530","بشروط",1,5,"Arabic",0.000783085356303837,3,7
"531","عادلة",1,5,"Arabic",0.000783085356303837,7,7
"532","مرضية",1,5,"Arabic",0.000783085356303837,2,7
"533","متساو",1,5,"Arabic",0.000783085356303837,7,7
"534","للعمل",1,5,"Arabic",0.000783085356303837,6,7
"535","يقوم",1,4,"Arabic",0.000783085356303837,3,7
"536","بعمل",1,4,"Arabic",0.000783085356303837,7,7
"537","عادل",1,4,"Arabic",0.000783085356303837,6,7
"538","مرض",1,3,"Arabic",0.000783085356303837,4,7
"539","يكفل",1,4,"Arabic",0.000783085356303837,8,7
"540","عيشة",1,4,"Arabic",0.000783085356303837,6,7
"541","لائقة",1,5,"Arabic",0.000783085356303837,9,7
"542","بكرامة",1,6,"Arabic",0.000783085356303837,4,7
"543","تضاف",1,4,"Arabic",0.000783085356303837,6,7
"544","اللزوم",1,6,"Arabic",0.000783085356303837,4,7
"545","للحماية",1,7,"Arabic",0.000783085356303837,4,7
"546","ينشئ",1,4,"Arabic",0.000783085356303837,3,7
"547","وينضم",1,5,"Arabic",0.000783085356303837,7,7
"548","نقابات",1,6,"Arabic",0.000783085356303837,4,7
"549","لمصلحته",1,7,"Arabic",0.000783085356303837,8,7
"550","الراحة",1,6,"Arabic",0.000783085356303837,6,7
"551","أوقات",1,5,"Arabic",0.000783085356303837,3,7
"552","الفراغ",1,6,"Arabic",0.000783085356303837,7,7
"553","ولاسيما",1,7,"Arabic",0.000783085356303837,6,7
"554","تحديد",1,5,"Arabic",0.000783085356303837,9,7
"555","معقول",1,5,"Arabic",0.000783085356303837,6,7
"556","لساعات",1,6,"Arabic",0.000783085356303837,5,7
"557","عطلات",1,5,"Arabic",0.000783085356303837,4,7
"558","بأجر",1,4,"Arabic",0.000783085356303837,5,7
"559","المعيشة",1,7,"Arabic",0.000783085356303837,6,7
"560","كاف",1,3,"Arabic",0.000783085356303837,6,7
"561","للمحافظة",1,8,"Arabic",0.000783085356303837,6,7
"562","الصحة",1,5,"Arabic",0.000783085356303837,8,7
"563","والرفاهية",1,9,"Arabic",0.000783085356303837,6,7
"564","ويتضمن",1,6,"Arabic",0.000783085356303837,2,7
"565","التغذية",1,7,"Arabic",0.000783085356303837,7,7
"566","والملبس",1,7,"Arabic",0.000783085356303837,5,7
"567","والمسكن",1,7,"Arabic",0.000783085356303837,4,7
"568","والعناية",1,8,"Arabic",0.000783085356303837,4,7
"569","الطبية",1,6,"Arabic",0.000783085356303837,8,7
"570","وكذلك",1,5,"Arabic",0.000783085356303837,5,7
"571","الخدمات",1,7,"Arabic",0.000783085356303837,5,7
"572","اللازمة",1,7,"Arabic",0.000783085356303837,7,7
"573","تأمين",1,5,"Arabic",0.000783085356303837,9,7
"574","معيشته",1,6,"Arabic",0.000783085356303837,8,7
"575","حالات",1,5,"Arabic",0.000783085356303837,8,7
"576","والمرض",1,6,"Arabic",0.000783085356303837,3,7
"577","والعجز",1,6,"Arabic",0.000783085356303837,6,7
"578","والترمل",1,7,"Arabic",0.000783085356303837,7,7
"579","والشيخوخة",1,9,"Arabic",0.000783085356303837,3,7
"580","وغير",1,4,"Arabic",0.000783085356303837,5,7
"581","فقدان",1,5,"Arabic",0.000783085356303837,7,7
"582","العيش",1,5,"Arabic",0.000783085356303837,7,7
"583","نتيجة",1,5,"Arabic",0.000783085356303837,5,7
"584","لظروف",1,5,"Arabic",0.000783085356303837,5,7
"585","خارجة",1,5,"Arabic",0.000783085356303837,5,7
"586","إرادته",1,6,"Arabic",0.000783085356303837,3,7
"587","للأمومة",1,7,"Arabic",0.000783085356303837,5,7
"588","والطفولة",1,8,"Arabic",0.000783085356303837,6,7
"589","مساعدة",1,6,"Arabic",0.000783085356303837,8,7
"590","ورعاية",1,6,"Arabic",0.000783085356303837,10,7
"591","خاصتين",1,6,"Arabic",0.000783085356303837,6,7
"592","وينعم",1,5,"Arabic",0.000783085356303837,5,7
"593","الأطفال",1,7,"Arabic",0.000783085356303837,5,7
"594","بنفس",1,4,"Arabic",0.000783085356303837,6,7
"595","أكانت",1,5,"Arabic",0.000783085356303837,8,7
"596","ولادتهم",1,7,"Arabic",0.000783085356303837,4,7
"597","ناتجة",1,5,"Arabic",0.000783085356303837,3,7
"598","رباط",1,4,"Arabic",0.000783085356303837,7,7
"599","شرعي",1,4,"Arabic",0.000783085356303837,6,7
"600","بطريقة",1,6,"Arabic",0.000783085356303837,5,7
"601","شرعية",1,5,"Arabic",0.000783085356303837,4,7
"602","التعلم",1,6,"Arabic",0.000783085356303837,5,7
"603","ويجب",1,4,"Arabic",0.000783085356303837,4,7
"604","مراحله",1,6,"Arabic",0.000783085356303837,7,7
"605","الأولى",1,6,"Arabic",0.000783085356303837,5,7
"606","والأساسية",1,9,"Arabic",0.000783085356303837,4,7
"607","الأقل",1,5,"Arabic",0.000783085356303837,6,7
"608","بالمجان",1,7,"Arabic",0.000783085356303837,5,7
"609","الأولي",1,6,"Arabic",0.000783085356303837,5,7
"610","وينبغي",1,6,"Arabic",0.000783085356303837,7,7
"611","يعمم",1,4,"Arabic",0.000783085356303837,7,7
"612","والمهني",1,7,"Arabic",0.000783085356303837,5,7
"613","ييسر",1,4,"Arabic",0.000783085356303837,7,7
"614","القبول",1,6,"Arabic",0.000783085356303837,6,7
"615","للتعليم",1,7,"Arabic",0.000783085356303837,7,7
"616","العالي",1,6,"Arabic",0.000783085356303837,4,7
"617","للجميع",1,6,"Arabic",0.000783085356303837,5,7
"618","الكفاءة",1,7,"Arabic",0.000783085356303837,6,7
"619","يجب",1,3,"Arabic",0.000783085356303837,5,7
"620","تهدف",1,4,"Arabic",0.000783085356303837,5,8
"621","التربية",1,7,"Arabic",0.000783085356303837,5,8
"622","شخصية",1,5,"Arabic",0.000783085356303837,8,8
"623","وتنمية",1,6,"Arabic",0.000783085356303837,5,8
"624","التفاهم",1,7,"Arabic",0.000783085356303837,6,8
"625","والتسامح",1,8,"Arabic",0.000783085356303837,7,8
"626","والصداقة",1,8,"Arabic",0.000783085356303837,4,8
"627","العنصرية",1,8,"Arabic",0.000783085356303837,7,8
"628","الدينية",1,7,"Arabic",0.000783085356303837,7,8
"629","زيادة",1,5,"Arabic",0.000783085356303837,4,8
"630","مجهود",1,5,"Arabic",0.000783085356303837,3,8
"631","لحفظ",1,4,"Arabic",0.000783085356303837,4,8
"632","السلام",1,6,"Arabic",0.000783085356303837,7,8
"633","للآباء",1,6,"Arabic",0.000783085356303837,5,8
"634","الأول",1,5,"Arabic",0.000783085356303837,6,8
"635","اختيار",1,6,"Arabic",0.000783085356303837,5,8
"636","نوع",1,3,"Arabic",0.000783085356303837,6,8
"637","تربية",1,5,"Arabic",0.000783085356303837,4,8
"638","أولادهم",1,7,"Arabic",0.000783085356303837,6,8
"639","يشترك",1,5,"Arabic",0.000783085356303837,4,8
"640","حياة",1,4,"Arabic",0.000783085356303837,7,8
"641","الثقافي",1,7,"Arabic",0.000783085356303837,5,8
"642","الاستمتاع",1,9,"Arabic",0.000783085356303837,4,8
"643","بالفنون",1,7,"Arabic",0.000783085356303837,5,8
"644","والمساهمة",1,9,"Arabic",0.000783085356303837,6,8
"645","التقدم",1,6,"Arabic",0.000783085356303837,6,8
"646","والاستفادة",1,10,"Arabic",0.000783085356303837,6,8
"647","نتائجه",1,6,"Arabic",0.000783085356303837,6,8
"648","المصالح",1,7,"Arabic",0.000783085356303837,8,8
"649","الأدبية",1,7,"Arabic",0.000783085356303837,7,8
"650","والمادية",1,8,"Arabic",0.000783085356303837,7,8
"651","المترتبة",1,8,"Arabic",0.000783085356303837,5,8
"652","إنتاجه",1,6,"Arabic",0.000783085356303837,5,8
"653","الأدبي",1,6,"Arabic",0.000783085356303837,6,8
"654","بنظام",1,5,"Arabic",0.000783085356303837,6,8
"655","اجتماعي",1,7,"Arabic",0.000783085356303837,7,8
"656","دولي",1,4,"Arabic",0.000783085356303837,7,8
"657","تتحقق",1,5,"Arabic",0.000783085356303837,7,8
"658","بمقتضاه",1,7,"Arabic",0.000783085356303837,4,8
"659","المنصوص",1,7,"Arabic",0.000783085356303837,5,8
"660","عليها",1,5,"Arabic",0.000783085356303837,5,8
"661","تاما",1,4,"Arabic",0.000783085356303837,3,8
"662","واجبات",1,6,"Arabic",0.000783085356303837,6,8
"663","نحو",1,3,"Arabic",0.000783085356303837,6,8
"664","يتاح",1,4,"Arabic",0.000783085356303837,5,8
"665","وحده",1,4,"Arabic",0.000783085356303837,5,8
"666","تنمو",1,4,"Arabic",0.000783085356303837,5,8
"667","يخضع",1,4,"Arabic",0.000783085356303837,9,8
"668","لتلك",1,4,"Arabic",0.000783085356303837,5,8
"669","يقررها",1,6,"Arabic",0.000783085356303837,4,8
"670","فقط",1,3,"Arabic",0.000783085356303837,6,9
"671","الغير",1,5,"Arabic",0.000783085356303837,6,9
"672","ولتحقيق",1,7,"Arabic",0.000783085356303837,4,9
"673","المقتضيات",1,9,"Arabic",0.000783085356303837,4,9
"674","العادلة",1,7,"Arabic",0.000783085356303837,8,9
"675","للنظام",1,6,"Arabic",0.000783085356303837,3,9
"676","والمصلحة",1,8,"Arabic",0.000783085356303837,4,9
"677","والأخلاق",1,8,"Arabic",0.000783085356303837,7,9
"678","مجتمع",1,5,"Arabic",0.000783085356303837,4,9
"679","ديمقراطي",1,8,"Arabic",0.000783085356303837,8,9
"680","يصح",1,3,"Arabic",0.000783085356303837,6,9
"681","بحال",1,4,"Arabic",0.000783085356303837,4,9
"682","الأحوال",1,7,"Arabic",0.000783085356303837,7,9
"683","تمارس",1,5,"Arabic",0.000783085356303837,8,9
"684","تتناقض",1,6,"Arabic",0.000783085356303837,7,9
"685","ليس",1,3,"Arabic",0.000783085356303837,4,9
"686","نص",1,2,"Arabic",0.000783085356303837,3,9
"687","تأويله",1,6,"Arabic",0.000783085356303837,2,9
"688","يخول",1,4,"Arabic",0.000783085356303837,5,9
"689","لدولة",1,5,"Arabic",0.000783085356303837,7,9
"690","جماعة",1,5,"Arabic",0.000783085356303837,4,9
"691","القيام",1,6,"Arabic",0.000783085356303837,5,10
"692","بنشاط",1,5,"Arabic",0.000783085356303837,3,10
"693","تأدية",1,5,"Arabic",0.000783085356303837,7,10
"694","يهدف",1,4,"Arabic",0.000783085356303837,7,10
"695","هدم",1,3,"Arabic",0.000783085356303837,8,11
